54	3149	18	329.239	498.465	359.187	501.463
54	3211	19	404.319	517.538	367.024	507.423
54	3220	19	405.567	513.997	369.341	506.536
54	3222	20	287.375	501.818	294.456	506.339
54	3228	20	327.525	496.435	369.121	502.413
54	3253	20	287.683	502.729	289.021	500.104
54	3279	20	340.828	502.286	373.392	504.774
54	3299	20	283.269	492.499	289.452	495.739
54	3300	20	289.452	495.739	266.161	485.884
54	3528	22	282.759	500.61	288.958	504.691
54	3557	22	287.935	504.558	304.637	504.838
54	4334	28	399.265	516.262	370.667	511.325
54	4729	31	459.74	517.969	379.98	502.121
54	4741	31	409.28	505.591	369.416	494.533
54	4909	31	335.73	490.464	374.173	495.509
54	2251	12	286.284	493.891	370.672	507.58
54	3100	18	319.62	502.783	292.956	495.975
54	3111	18	338.902	504.617	316.106	502.012
54	3112	18	316.106	502.012	350.589	509.812
54	3148	18	315.563	500.189	329.239	498.465
54	3221	19	369.341	506.536	359.209	498.635
54	3229	20	369.121	502.413	356.268	497.241
54	3247	20	314.295	498.609	353.459	495.156
54	3330	20	328.234	507.428	308.314	502.549
54	3534	22	369.636	498.657	349.078	502.887
54	3585	22	332.131	513.236	298.922	515.422
54	2262	12	290.49	500.686	284.066	548.885
54	3098	18	352.818	496.01	290.583	505.881
54	3099	18	290.583	505.881	319.62	502.783
54	3102	18	263.923	511.377	290.147	501.916
54	3103	18	290.147	501.916	282.49	550.445
54	3114	18	341.445	548.67	298.702	515.35
54	3116	18	311.077	546.67	295.72	503.639
54	3117	18	295.72	503.639	264.589	515.949
54	3131	18	318.513	494.016	297.885	498.399
54	3138	18	242.107	462.138	302.396	501.902
54	3144	18	271.573	490.821	305.693	514.906
54	3161	18	312.264	535.641	293.761	500.163
54	3162	18	293.761	500.163	326.102	490.273
54	3170	18	325.757	523.68	301.418	500.24
54	3171	18	301.418	500.24	289.37	450.955
54	3223	20	294.456	506.339	280.96	522.121
54	3230	20	356.268	497.241	290.571	501.143
54	3231	20	290.571	501.143	263.28	520.178
54	3252	20	307.578	534.511	287.683	502.729
54	3254	20	289.021	500.104	307.34	529.395
54	3258	20	309.762	550.594	298.754	510.152
54	3267	20	299.727	503.484	285.556	489.932
54	3273	20	290.696	495.944	320.478	518.052
54	3281	20	366.701	517.825	298.293	512.913
54	3313	20	287.31	462.001	292.775	502.093
54	3314	20	292.775	502.093	349.243	491.8
54	3333	20	325.684	560.216	294.202	508.408
54	3334	20	294.202	508.408	341.99	526.263
54	3381	21	295.941	503.788	293.276	562.307
54	3529	22	288.958	504.691	254.53	491.847
54	3556	22	301.18	535.554	287.935	504.558
54	3602	22	326.817	509.672	292.202	498.589
54	3603	22	292.202	498.589	309.431	536.232
54	3970	25	287.064	496.704	348.347	490.671
54	3983	25	296.493	506.07	292.963	573.319
54	3546	22	320.952	491.751	347.163	501.778
54	4861	31	364.565	488.362	371.515	485.625
54	2250	12	254.158	584.705	286.284	493.891
54	3101	18	292.956	495.975	263.923	511.377
54	3132	18	297.885	498.399	307.064	469.709
54	3232	20	263.28	520.178	281.285	503.773
54	3233	20	281.285	503.773	273.554	556.276
54	3244	20	299.982	521.668	281.108	489.944
54	3245	20	281.108	489.944	262.129	516.992
54	3256	20	270.163	542.052	286.697	512.76
54	3257	20	286.697	512.76	309.762	550.594
54	3266	20	279.19	525.06	299.727	503.484
54	3268	20	285.556	489.932	239.644	507.35
54	3272	20	298.248	526.594	290.696	495.944
54	3282	20	298.293	512.913	314.757	471.773
54	3298	20	285.333	473.581	283.269	492.499
54	3527	22	273.607	530.826	282.759	500.61
54	3539	22	272.714	513.649	280.344	508.148
54	3540	22	280.344	508.148	274.907	554.492
54	3549	22	299.974	521.21	281.841	498.183
54	3550	22	281.841	498.183	260.62	518.244
54	3600	22	294.008	513.838	299.623	530.082
54	3969	25	261.801	559.565	287.064	496.704
54	3134	18	288.963	484.82	291.782	540.02
54	3147	18	284.928	483.448	315.563	500.189
54	3561	22	287.867	484.689	305.282	540.67
54	3595	22	326.907	506.613	281.792	487.408
54	3596	22	281.792	487.408	322.78	552.783
54	3118	18	264.589	515.949	311.512	506.001
54	3119	18	311.512	506.001	304.82	510.949
54	3165	18	325.578	517.799	298.821	517.946
54	3246	20	262.129	516.992	314.295	498.609
54	3259	20	298.754	510.152	243.601	500.394
54	3301	20	266.161	485.884	309.408	498.553
54	3558	22	304.637	504.838	315.377	502.027
54	4132	27	407.03	502.119	383.976	505.405
54	4312	28	458.281	517.921	425.205	503.211
54	4342	28	460.653	511.987	490.682	511.392
54	4606	30	455.209	509.267	424.96	505.815
54	4641	30	355.261	498.025	385.919	508.042
54	4736	31	411.171	509.376	380.597	495.917
54	4753	31	462.047	524.575	559.812	540.226
54	4867	31	362.068	491.393	383.257	493.876
54	4138	27	408.642	498.494	357.596	477.952
54	4216	27	205.218	422.298	379.639	495.401
54	4358	28	407.198	499.287	508.874	517.454
54	4667	30	314.229	462.764	375.702	479.273
54	4691	30	356.59	482.788	365.462	493.618
54	4756	31	495.089	533.401	372.375	492.869
79	3117	18	295.72	503.639	264.589	515.949
79	3119	18	311.512	506.001	304.82	510.949
79	3120	18	304.82	510.949	340.676	501.907
