1	5	0	775.663	409.03	791.279	393.721
1	6	0	791.279	393.721	808.357	374.708
1	34	0	782.045	395.131	803.898	374.11
1	60	0	816.204	345.399	826.651	342.509
1	61	0	826.651	342.509	793.289	372.105
1	63	0	803.479	363.177	786.47	377.98
1	475	4	817.909	354.852	801.457	364.212
1	1882	10	827.135	352.982	815.512	375.253
1	2030	11	818.582	371.671	798.817	383.317
1	2059	11	821.34	355.088	830.12	340.832
1	2098	11	833.915	333.104	801.325	380.894
1	2160	11	820.396	359.239	754.077	432.797
1	2455	13	835.64	327.789	786.427	367.652
1	2465	13	820.145	357.485	801.325	368.959
1	0	0	824.264	351.51	796.569	379.996
1	50	0	765.034	425.922	791.471	388.285
1	65	0	781.186	416.034	769.631	418.102
1	67	0	766.616	448.765	783.99	393.867
1	481	4	779.771	402.368	815.714	366.373
1	492	4	737.015	436.811	777.744	399.195
1	516	4	778.703	415.778	770.555	424.816
1	581	4	773.307	407.777	730.207	431.286
1	1879	10	788.937	401.266	783.35	402.755
1	1952	10	781.49	408.684	761.731	464.852
1	1960	10	745.36	462.731	782.841	390.83
1	2031	11	798.817	383.317	797.307	392.452
1	2093	11	751.212	455.729	794.183	393.05
1	2096	11	776.811	408.012	806.425	321.113
1	2106	11	721.701	484.928	799.951	405.482
1	2109	11	753.164	410.706	786.016	389.007
1	2187	11	804.492	394.603	790.92	406.046
1	2211	11	770.364	410.284	812.962	343.551
1	17	0	793.759	397.802	770.313	407.531
1	49	0	793.66	392.372	765.034	425.922
1	56	0	797.297	395.895	813.096	362.753
1	62	0	793.289	372.105	803.479	363.177
1	158	1	796.791	400.113	821.852	367.091
1	663	4	803.498	396.076	817.019	373.922
1	699	4	779.591	380.567	817.421	340.171
1	1885	10	794.564	389.982	750.937	456.652
1	1901	10	797.085	400.26	788.499	413.21
1	2026	11	791.539	399.989	780.158	399.606
1	2032	11	797.307	392.452	752.7	465.415
1	2070	11	814.94	379.855	816.049	372.717
1	2071	11	816.049	372.717	810.943	380.548
1	2104	11	795.66	398.07	762.695	465.751
1	2107	11	799.951	405.482	808.26	393.303
1	2170	11	803.312	393.861	770.147	430.409
1	2171	11	770.147	430.409	819.147	374.644
1	2183	11	817.091	377.822	816.444	378.371
1	1961	10	782.841	390.83	670.685	437.909
1	2459	13	780.171	392.337	798.519	363.047
1	497	4	771.957	314.237	821.385	345.6
1	498	4	821.385	345.6	791.781	405.264
1	502	4	763.715	453.643	819.047	337.384
1	558	4	762.737	360.021	823.167	351.302
1	1881	10	769.155	364.099	827.135	352.982
1	2028	11	779.217	368.104	823.97	351.363
1	2074	11	780.406	325.618	828.498	347.828
1	2075	11	828.498	347.828	810.832	354.612
1	2086	11	798.5	342.161	821.756	334.039
1	2438	13	814.465	334.033	669.343	424.244
1	2453	13	780.803	339.305	826.754	332.254
1	2485	13	797.926	382.417	829.207	334.806
1	2601	13	788.889	334.934	826.533	348.021
1	273	2	806.502	396.858	812.169	383.813
1	275	2	774.705	456.56	821.179	370.165
1	519	4	815.026	384.521	819.356	374.104
1	520	4	819.356	374.104	818.222	367.929
1	531	4	792.755	422.688	820.93	360.529
1	1918	10	822.151	355.531	829.202	322.64
1	1933	10	824.915	359.148	764.337	459.751
1	2029	11	823.97	351.363	818.582	371.671
1	276	2	821.179	370.165	715.274	500.432
1	664	4	817.019	373.922	716.22	403.951
1	666	4	744.212	403.618	799.651	385.06
1	1883	10	815.512	375.253	794.146	375.071
1	1929	10	822.372	375.573	809.155	370.484
1	2169	11	735.08	426.598	803.312	393.861
1	2172	11	819.147	374.644	751.834	377.836
1	2178	11	714.853	420.96	808.294	383.202
1	2184	11	816.444	378.371	782.509	412.565
1	2484	13	805.782	389.374	797.926	382.417
1	25	0	812.495	357.792	781.003	425.984
1	1917	10	755.851	454.182	822.151	355.531
1	2058	11	754.697	462.927	821.34	355.088
1	2076	11	810.832	354.612	745.344	469.846
1	2471	13	781.595	422.453	836.864	326.923
1	2540	13	811.778	350.538	829.023	324.786
2	13	0	736.685	422.665	776.087	432.28
2	15	0	771.736	425.558	771.28	388.615
2	20	0	769.563	442.432	760.516	402.066
2	25	0	812.495	357.792	781.003	425.984
2	26	0	781.003	425.984	775.129	300.402
2	50	0	765.034	425.922	791.471	388.285
2	515	4	705.952	364.762	778.703	415.778
2	516	4	778.703	415.778	770.555	424.816
2	517	4	770.555	424.816	765.653	356.06
