0	692.149157117618	511.58756644982714
0	711.6170502206235	495.0516745821705
0	721.8964079506492	469.2069371854295
0	741.4006525434502	452.99167574385007
0	757.262167030723	432.5195636536715
0	769.3428544267224	409.2725550533935
0	784.9522180134658	389.3476173581868
0	800.2117978042496	367.8563729457308
0	811.0781782286981	343.2793627762146
0	821.2081441134975	317.81845739748036
0	818.3923490539419	279.53159669327067
1	520.7870654808569	438.640510625109
1	540.4158219765359	416.07091389414165
1	544.6708944939157	390.24252285445067
1	567.7830940567519	373.653273774109
2	456.85313260231726	432.33837501157257
2	491.6134874007254	426.28324758073853
2	510.8097174477099	450.00437006599356
2	533.0981427345968	464.18089389186946
2	553.5118705855709	482.97853185783015
2	578.927404012884	488.4119558989249
2	615.6423825038303	498.8970054551266
3	458.0197040510125	355.89208841794584
3	454.4487290289368	382.5922524800981
3	444.18952644003326	405.6069609468162
3	437.25941142371767	430.35065017987057
3	423.7763209604198	451.55100063209494
3	407.5570760257299	471.37190550375885
3	393.55018499684536	492.4440933614691
4	572.414287838162	478.6829590131616
4	540.5087569460864	470.94947715522017
4	508.2400577180016	460.24334102919966
4	479.04196794107804	457.05033245961704
4	455.71643637594667	470.56784963946257
4	426.54318364846233	468.57037755807653
4	396.39501664938007	465.14313597012085
5	297.7493779457941	424.72538667494166
5	314.68734118213115	448.75697832518523
5	309.27582409824106	476.18187680466576
5	322.4035227910857	499.2287617141407
5	329.1441960372914	523.5362970434917
5	316.92979917671755	552.2007076389544
5	279.16979253530087	587.6198600207192
6	187.50340372746822	622.695614481196
6	192.21568285588643	596.4257559157445
6	208.29512245998762	576.2187677163305
6	224.64861987387465	556.369521435226
6	237.4679907489267	534.621674851247
6	231.4993570342542	503.0010127079243
6	242.1655300328621	478.6593520050227
6	262.46576451338274	461.0884112228219
7	173.26028502030164	472.3148117323319
7	207.73392466118892	462.1519893226464
7	233.98009862229875	454.33559832604357
7	328.4859042200837	456.71197573766045
